Date,S&P 500,% of S&P 500 members above their 200 dma
6/24/1994,442.8,39.71
6/27/1994,447.31,41.14
6/28/1994,446.07,40.33
6/29/1994,447.63,41.55
6/30/1994,444.27,38.9
7/1/1994,446.2,40.94
7/5/1994,446.37,41.96
7/6/1994,446.13,43.18
7/7/1994,448.38,43.18
7/8/1994,449.55,45.01
7/11/1994,448.06,43.58
7/12/1994,447.95,43.99
7/13/1994,448.73,44.69
7/14/1994,453.41,47.55
7/15/1994,454.16,47.96
7/18/1994,455.22,47.96
7/19/1994,453.86,48.68
7/20/1994,451.6,47.25
7/21/1994,452.61,47.25
7/22/1994,453.11,47.25
7/25/1994,454.25,49.29
7/26/1994,453.36,47.45
7/27/1994,452.57,46.54
7/28/1994,454.23,49.19
7/29/1994,458.26,51.63
8/1/1994,461.01,54.27
8/2/1994,460.56,54.88
8/3/1994,461.45,55.28
8/4/1994,458.4,54.27
8/5/1994,457.09,50.61
8/8/1994,457.89,52.13
8/9/1994,457.93,52.33
8/10/1994,460.3,53.14
8/11/1994,458.88,51.93
8/12/1994,461.94,53.96
8/15/1994,461.23,53.14
8/16/1994,465.01,57.72
8/17/1994,465.17,56.8
8/18/1994,463.17,55.58
8/19/1994,463.68,55.78
8/22/1994,462.32,53.55
8/23/1994,464.51,57.61
8/24/1994,469.03,59.84
8/25/1994,468.08,61.66
8/26/1994,473.8,64.1
8/29/1994,474.59,64.91
8/30/1994,476.07,67.95
8/31/1994,475.49,67.75
9/1/1994,473.17,65.52
9/2/1994,470.99,63.08
9/6/1994,471.86,63.08
9/7/1994,470.96,62.27
9/8/1994,473.14,64.5
9/9/1994,468.18,61.05
9/12/1994,466.21,59.03
9/13/1994,467.51,59.03
9/14/1994,468.8,60.65
9/15/1994,474.81,65.11
9/16/1994,471.19,61.66
9/19/1994,470.85,60.85
9/20/1994,463.36,54.56
9/21/1994,461.46,51.63
9/22/1994,461.27,52.33
9/23/1994,459.67,50.2
9/26/1994,460.82,51.42
9/27/1994,462.05,50.71
9/28/1994,464.84,53.86
9/29/1994,462.24,52.03
9/30/1994,462.69,53.75
10/3/1994,461.74,52.64
10/4/1994,454.59,46.04
10/5/1994,453.52,45.23
10/6/1994,452.36,44.83
10/7/1994,455.1,47.87
10/10/1994,459.04,50.1
10/11/1994,465.79,54.67
10/12/1994,465.47,54.05
10/13/1994,467.77,58.1
10/14/1994,469.1,60.12
10/17/1994,468.96,58.79
10/18/1994,467.66,57.37
10/19/1994,470.28,58.59
10/20/1994,466.85,55.35
10/21/1994,464.89,54.34
10/24/1994,460.83,50.3
10/25/1994,461.53,50.61
10/26/1994,462.62,49.39
10/27/1994,465.85,52.43
10/28/1994,473.77,58.5
10/31/1994,472.35,58.3
11/1/1994,468.42,55.87
11/2/1994,466.5,53.85
11/3/1994,467.91,55.06
11/4/1994,462.28,49.8
11/7/1994,463.07,51.21
11/8/1994,465.65,53.04
11/9/1994,465.4,51.01
11/10/1994,464.37,49.39
11/11/1994,462.35,47.37
11/14/1994,466.04,51.01
11/15/1994,465.03,50
11/16/1994,465.6,50.3
11/17/1994,463.56,48.79
11/18/1994,461.47,46.15
11/21/1994,458.3,45.14
11/22/1994,450.09,38.26
11/23/1994,449.93,38.06
11/25/1994,452.29,39.07
11/28/1994,454.16,40.08
11/29/1994,455.17,41.09
11/30/1994,453.69,42.11
12/1/1994,448.92,37.45
12/2/1994,453.3,41.7
12/5/1994,453.32,41.9
12/6/1994,453.11,42.19
12/7/1994,451.23,40.89
12/8/1994,445.45,35.83
12/9/1994,446.96,36.03
12/12/1994,449.47,39.07
12/13/1994,450.15,38.87
12/14/1994,454.97,43.93
12/15/1994,455.34,44.74
12/16/1994,458.8,46.76
12/19/1994,457.91,45.75
12/20/1994,457.1,46.15
12/21/1994,459.61,46.56
12/22/1994,459.67,47.98
12/23/1994,459.83,47.98
12/27/1994,462.47,50.4
12/28/1994,460.86,48.18
12/29/1994,461.16,48.28
12/30/1994,459.27,47.87
1/3/1995,459.11,49.7
1/4/1995,460.71,51.32
1/5/1995,460.34,51.32
1/6/1995,460.68,52.74
1/9/1995,460.83,53.75
1/10/1995,461.68,55.17
1/11/1995,461.66,54.36
1/12/1995,461.64,55.38
1/13/1995,465.97,59.23
1/16/1995,469.38,59.84
1/17/1995,470.05,61.26
1/18/1995,469.72,60.65
1/19/1995,466.95,60.12
1/20/1995,464.78,57.09
1/23/1995,465.81,57.49
1/24/1995,465.86,57.09
1/25/1995,467.44,59.72
1/26/1995,468.32,60.12
1/27/1995,470.39,60.32
1/30/1995,468.51,57.89
1/31/1995,470.42,57.35
2/1/1995,470.4,59.01
2/2/1995,472.78,60.46
2/3/1995,478.64,64.39
2/6/1995,481.14,67.91
2/7/1995,480.81,67.91
2/8/1995,481.19,66.25
2/9/1995,480.19,67.91
2/10/1995,481.46,69.36
2/13/1995,481.65,69.36
2/14/1995,482.55,69.57
2/15/1995,484.54,70.81
2/16/1995,485.22,70.39
2/17/1995,481.97,68.94
2/21/1995,482.74,71.64
2/22/1995,485.07,71.43
2/23/1995,486.91,74.53
2/24/1995,488.11,74.59
2/27/1995,483.81,71.55
2/28/1995,487.39,73.81
3/1/1995,485.65,70.72
3/2/1995,485.13,72.78
3/3/1995,485.42,72.99
3/6/1995,485.63,71.75
3/7/1995,482.12,68.04
3/8/1995,483.14,69.07
3/9/1995,483.16,68.87
3/10/1995,489.57,72.37
3/13/1995,490.05,72.99
3/14/1995,492.89,71.55
3/15/1995,491.88,72.37
3/16/1995,495.41,75.16
3/17/1995,495.52,74.95
3/20/1995,496.15,74.53
3/21/1995,495.07,73.29
3/22/1995,495.67,73.91
3/23/1995,495.95,74.53
3/24/1995,500.97,78.05
3/27/1995,503.2,79.92
3/28/1995,503.9,78.88
3/29/1995,503.12,81.78
3/30/1995,502.22,82.23
3/31/1995,500.71,81.65
4/3/1995,501.85,82.27
4/4/1995,505.24,84.74
4/5/1995,505.57,83.92
4/6/1995,506.08,83.3
4/7/1995,506.42,84.12
4/10/1995,507.01,83.92
4/11/1995,505.53,82.68
4/12/1995,507.17,82.68
4/13/1995,509.23,84.12
4/17/1995,506.13,81.65
4/18/1995,505.37,80.62
4/19/1995,504.92,80.62
4/20/1995,505.29,81.65
4/21/1995,508.49,83.3
4/24/1995,512.89,84.54
4/25/1995,512.1,84.95
4/26/1995,512.66,82.47
4/27/1995,513.55,84.74
4/28/1995,514.71,83.92
5/1/1995,514.26,84.12
5/2/1995,514.86,84.12
5/3/1995,520.48,84.54
5/4/1995,520.54,83.3
5/5/1995,520.12,83.09
5/8/1995,523.96,84.74
5/9/1995,523.56,84.5
5/10/1995,524.36,85.74
5/11/1995,524.37,86.34
5/12/1995,525.55,87.16
5/15/1995,527.74,87.37
5/16/1995,528.19,86.96
5/17/1995,527.07,86.54
5/18/1995,519.58,84.47
5/19/1995,519.19,84.06
5/22/1995,523.65,84.27
5/23/1995,528.59,85.09
5/24/1995,528.61,85.51
5/25/1995,528.59,84.68
5/26/1995,523.65,82.99
5/30/1995,523.58,83.61
5/31/1995,533.4,85.74
6/1/1995,533.49,85.95
6/2/1995,532.51,85.33
6/5/1995,535.6,86.98
6/6/1995,535.55,86.78
6/7/1995,533.13,86.57
6/8/1995,532.35,86.98
6/9/1995,527.94,85.33
6/12/1995,530.88,86.36
6/13/1995,536.05,86.98
6/14/1995,536.47,87.4
6/15/1995,537.12,86.98
6/16/1995,539.83,88.22
6/19/1995,545.22,88.64
6/20/1995,544.98,88.22
6/21/1995,543.98,87.6
6/22/1995,551.07,88.64
6/23/1995,549.71,88.43
6/26/1995,544.13,86.98
6/27/1995,542.43,87.81
6/28/1995,544.73,87.19
6/29/1995,543.87,86.78
6/30/1995,544.75,87.81
7/3/1995,547.09,87.99
7/5/1995,547.26,88.41
7/6/1995,553.99,90.06
7/7/1995,556.37,91.93
7/10/1995,557.19,92.75
7/11/1995,554.78,92.13
7/12/1995,560.89,92.75
7/13/1995,561,92.34
7/14/1995,559.89,91.51
7/17/1995,562.72,91.3
7/18/1995,558.46,89.86
7/19/1995,550.98,87.58
7/20/1995,553.54,87.78
7/21/1995,553.62,86.75
7/24/1995,556.63,88.2
7/25/1995,561.1,89.65
7/26/1995,561.61,89.86
7/27/1995,565.22,90.48
7/28/1995,562.93,90.27
7/31/1995,562.06,90.08
8/1/1995,559.64,90.5
8/2/1995,558.8,90.5
8/3/1995,558.75,90.29
8/4/1995,558.94,89.46
8/7/1995,560.03,89.88
8/8/1995,560.39,89.26
8/9/1995,559.71,87.81
8/10/1995,557.45,88.02
8/11/1995,555.11,86.98
8/14/1995,559.74,87.4
8/15/1995,558.57,86.78
8/16/1995,559.97,87.4
8/17/1995,559.04,86.78
8/18/1995,559.21,86.78
8/21/1995,558.11,87.81
8/22/1995,559.52,88.43
8/23/1995,557.14,87.19
8/24/1995,557.46,87.81
8/25/1995,560.1,88.43
8/28/1995,559.05,88.02
8/29/1995,560,86.98
8/30/1995,560.92,86.78
8/31/1995,561.88,86.8
9/1/1995,563.84,87.84
9/5/1995,569.17,89.28
9/6/1995,570.17,89.28
9/7/1995,570.29,89.48
9/8/1995,572.68,89.28
9/11/1995,573.91,89.28
9/12/1995,576.51,89.48
9/13/1995,578.77,89.9
9/14/1995,583.61,89.9
9/15/1995,583.35,90.1
9/18/1995,582.77,89.28
9/19/1995,584.2,88.25
9/20/1995,586.77,88.66
9/21/1995,583,87.42
9/22/1995,581.73,85.95
9/25/1995,581.81,85.33
9/26/1995,581.41,84.3
9/27/1995,581.04,83.47
9/28/1995,585.87,84.92
9/29/1995,584.41,84.95
10/2/1995,581.72,84.54
10/3/1995,582.34,82.68
10/4/1995,581.47,80
10/5/1995,582.63,81.44
10/6/1995,582.49,81.86
10/9/1995,578.37,79.38
10/10/1995,577.52,78.95
10/11/1995,579.46,78.74
10/12/1995,583.1,79.35
10/13/1995,584.5,78.95
10/16/1995,583.03,77.87
10/17/1995,586.78,78.87
10/18/1995,587.44,77.26
10/19/1995,590.65,76.86
10/20/1995,587.46,77.06
10/23/1995,585.06,73.64
10/24/1995,586.54,73.24
10/25/1995,582.47,70.22
10/26/1995,576.72,66.2
10/27/1995,579.7,68.21
10/30/1995,583.25,69.01
10/31/1995,581.5,69.42
11/1/1995,584.22,69.22
11/2/1995,589.72,72.84
11/3/1995,590.57,73.19
11/6/1995,588.46,73.79
11/7/1995,586.32,73.79
11/8/1995,591.71,75
11/9/1995,593.26,74.6
11/10/1995,592.72,74.19
11/13/1995,592.3,72.98
11/14/1995,589.29,72.58
11/15/1995,593.96,73.59
11/16/1995,597.34,74.4
11/17/1995,600.07,75.6
11/20/1995,596.85,74.4
11/21/1995,600.24,75.81
11/22/1995,598.4,76.61
11/24/1995,599.97,77.02
11/27/1995,601.32,77.58
11/28/1995,606.45,78.59
11/29/1995,607.64,78.18
11/30/1995,605.37,77.13
12/1/1995,606.98,79.07
12/4/1995,613.68,79.27
12/5/1995,617.68,80.49
12/6/1995,620.18,81.71
12/7/1995,616.17,79.27
12/8/1995,617.48,79.27
12/11/1995,619.52,78.86
12/12/1995,618.78,78.66
12/13/1995,621.69,78.21
12/14/1995,616.92,77.39
12/15/1995,616.34,76.17
12/18/1995,606.81,72.3
12/19/1995,611.93,74.34
12/20/1995,605.94,73.52
12/21/1995,610.49,73.73
12/22/1995,611.96,73.32
12/26/1995,614.3,72.3
12/27/1995,614.53,72.91
12/28/1995,614.12,72.76
12/29/1995,615.93,74.65
1/2/1996,620.73,77.03
1/3/1996,621.32,78.25
1/4/1996,617.7,76.42
1/5/1996,616.71,76.42
1/8/1996,618.46,76.83
1/9/1996,609.45,72.97
1/10/1996,598.48,68.7
1/11/1996,602.69,69.51
1/12/1996,601.81,68.7
1/15/1996,599.82,67.89
1/16/1996,608.44,68.5
1/17/1996,606.37,67.48
1/18/1996,608.24,68.5
1/19/1996,611.83,69.72
1/22/1996,613.4,71.75
1/23/1996,612.79,71.95
1/24/1996,619.96,73.58
1/25/1996,617.03,72.56
1/26/1996,621.62,73.17
1/29/1996,624.22,74.19
1/30/1996,630.15,75.61
1/31/1996,636.02,78.3
2/1/1996,638.46,79.72
2/2/1996,635.84,79.11
2/5/1996,641.43,79.92
2/6/1996,646.33,80.73
2/7/1996,649.93,81.54
2/8/1996,656.07,83.16
2/9/1996,656.37,83.16
2/12/1996,661.45,84.35
2/13/1996,660.51,83.74
2/14/1996,655.58,82.11
2/15/1996,651.32,81.3
2/16/1996,647.98,80.89
2/20/1996,640.65,79.47
2/21/1996,648.1,79.88
2/22/1996,658.86,82.76
2/23/1996,659.08,82.96
2/26/1996,650.46,81.74
2/27/1996,647.24,79.92
2/28/1996,644.75,78.9
2/29/1996,640.43,78.74
3/1/1996,644.37,80.36
3/4/1996,650.81,82.19
3/5/1996,655.79,83.2
3/6/1996,652,82.19
3/7/1996,653.65,83.81
3/8/1996,633.5,79.15
3/11/1996,640.02,81.38
3/12/1996,637.09,80.16
3/13/1996,638.55,80.12
3/14/1996,640.87,81.14
3/15/1996,641.43,80.73
3/18/1996,652.65,84.58
3/19/1996,651.69,84.99
3/20/1996,649.98,84.58
3/21/1996,649.19,82.56
3/22/1996,650.62,83.37
3/25/1996,650.04,82.56
3/26/1996,652.97,82.96
3/27/1996,648.91,82.15
3/28/1996,648.94,81.54
3/29/1996,645.5,81.14
4/1/1996,653.73,82.28
4/2/1996,655.26,81.47
4/3/1996,655.88,81.47
4/4/1996,655.86,81.67
4/8/1996,644.24,77.8
4/9/1996,642.19,79.84
4/10/1996,633.5,75.97
4/11/1996,631.18,72.71
4/12/1996,636.71,74.34
4/15/1996,642.49,77.8
4/16/1996,645,77.8
4/17/1996,641.61,77.6
4/18/1996,643.61,76.78
4/19/1996,645.07,77.19
4/22/1996,647.89,77.8
4/23/1996,651.58,79.63
4/24/1996,650.17,79.23
4/25/1996,652.87,81.1
4/26/1996,653.46,80.49
4/29/1996,654.16,81.3
4/30/1996,654.17,81.98
5/1/1996,654.58,81.98
5/2/1996,643.38,75.51
5/3/1996,641.63,74.9
5/6/1996,640.81,74.49
5/7/1996,638.26,73.48
5/8/1996,644.77,76.72
5/9/1996,645.44,76.32
5/10/1996,652.09,77.73
5/13/1996,661.51,80.97
5/14/1996,665.6,83
5/15/1996,665.42,83.2
5/16/1996,664.85,81.78
5/17/1996,668.91,83.81
5/20/1996,673.15,83.81
5/21/1996,672.76,83.81
5/22/1996,678.42,85.43
5/23/1996,676,84.82
5/24/1996,678.51,86.03
5/28/1996,672.23,81.78
5/29/1996,667.93,80.97
5/30/1996,671.7,81.98
5/31/1996,669.12,79.92
6/3/1996,667.68,79.31
6/4/1996,672.56,80.32
6/5/1996,678.44,82.76
6/6/1996,673.03,81.34
6/7/1996,673.31,79.51
6/10/1996,672.16,78.7
6/11/1996,670.97,78.09
6/12/1996,669.04,76.47
6/13/1996,667.92,75.66
6/14/1996,665.85,74.44
6/17/1996,665.16,73.63
6/18/1996,662.06,74.04
6/19/1996,661.96,74.44
6/20/1996,662.1,73.63
6/21/1996,666.84,74.04
6/24/1996,668.85,74.65
6/25/1996,668.48,72.82
6/26/1996,664.39,70.59
6/27/1996,668.55,73.02
6/28/1996,670.63,74.24
7/1/1996,675.88,75.05
7/2/1996,673.61,74.44
7/3/1996,672.4,74.24
7/5/1996,657.44,65.52
7/8/1996,652.54,63.29
7/9/1996,654.75,64.71
7/10/1996,656.06,64.1
7/11/1996,645.67,58.01
7/12/1996,646.19,56.8
7/15/1996,629.8,45.03
7/16/1996,628.37,41.78
7/17/1996,634.07,47.67
7/18/1996,643.56,53.14
7/19/1996,638.73,49.29
7/22/1996,633.77,45.93
7/23/1996,626.87,41.67
7/24/1996,626.65,41.06
7/25/1996,631.17,44.51
7/26/1996,635.9,46.95
7/29/1996,630.91,44.92
7/30/1996,635.26,46.75
7/31/1996,639.95,49.09
8/1/1996,650.02,55.98
8/2/1996,662.49,59.03
8/5/1996,660.23,58.82
8/6/1996,662.38,60.45
8/7/1996,664.16,62.47
8/8/1996,662.59,60.85
8/9/1996,662.1,61.87
8/12/1996,665.77,64.17
8/13/1996,660.2,60.73
8/14/1996,662.05,59.92
8/15/1996,662.28,58.91
8/16/1996,665.21,63.08
8/19/1996,666.58,62.75
8/20/1996,665.69,62.35
8/21/1996,665.07,63.77
8/22/1996,670.68,65.59
8/23/1996,667.03,63.77
8/26/1996,663.88,62.75
8/27/1996,666.4,63.97
8/28/1996,664.81,62.15
8/29/1996,657.4,58.1
8/30/1996,651.99,54.86
9/3/1996,654.72,56.07
9/4/1996,655.61,57.09
9/5/1996,649.44,53.44
9/6/1996,655.68,57.4
9/9/1996,663.76,59.43
9/10/1996,663.81,59.84
9/11/1996,667.28,60.24
9/12/1996,671.15,61.94
9/13/1996,680.54,65.99
9/16/1996,683.98,68.22
9/17/1996,682.94,69.03
9/18/1996,681.47,66.6
9/19/1996,683,67.21
9/20/1996,687.03,68.02
9/23/1996,686.48,67.81
9/24/1996,685.61,68.22
9/25/1996,685.83,65.79
9/26/1996,685.86,66.19
9/27/1996,686.19,67.81
9/30/1996,687.31,67.94
10/1/1996,689.08,68.75
10/2/1996,694.01,69.15
10/3/1996,692.78,68.35
10/4/1996,701.46,71.37
10/7/1996,703.34,71.17
10/8/1996,700.64,69.56
10/9/1996,696.74,68.55
10/10/1996,694.61,67.74
10/11/1996,700.66,67.94
10/14/1996,703.54,67.94
10/15/1996,702.57,67.74
10/16/1996,704.41,68.75
10/17/1996,706.99,69.96
10/18/1996,710.82,70.77
10/21/1996,709.85,70.77
10/22/1996,706.57,69.35
10/23/1996,707.27,69.35
10/24/1996,702.29,67.74
10/25/1996,700.92,67.54
10/28/1996,697.26,65.93
10/29/1996,701.5,68.95
10/30/1996,700.9,67.14
10/31/1996,705.27,68.48
11/1/1996,703.77,69.7
11/4/1996,706.73,70.1
11/5/1996,714.14,71.31
11/6/1996,724.59,74.55
11/7/1996,727.65,74.14
11/8/1996,730.82,74.75
11/11/1996,731.87,74.55
11/12/1996,729.56,76.16
11/13/1996,731.13,76.16
11/14/1996,735.88,76.57
11/15/1996,737.62,77.78
11/18/1996,737.02,77.37
11/19/1996,742.16,77.98
11/20/1996,743.95,79.19
11/21/1996,742.75,79.6
11/22/1996,748.73,80
11/25/1996,757.03,79.8
11/26/1996,755.96,80.2
11/27/1996,755,80.2
11/29/1996,757.02,80.16
12/2/1996,756.56,80.16
12/3/1996,748.28,79.11
12/4/1996,745.1,78.9
12/5/1996,744.38,79.72
12/6/1996,739.6,77.48
12/9/1996,749.81,79.51
12/10/1996,747.54,79.92
12/11/1996,740.73,75.91
12/12/1996,729.33,72.41
12/13/1996,728.64,72.62
12/16/1996,720.98,69.17
12/17/1996,726.04,69.57
12/18/1996,731.54,70.79
12/19/1996,745.76,74.39
12/20/1996,748.87,74.8
12/23/1996,746.92,73.98
12/24/1996,751.03,75.41
12/26/1996,755.82,76.42
12/27/1996,756.79,77.24
12/30/1996,753.85,76.83
12/31/1996,740.74,74.13
1/2/1997,737.01,72.71
1/3/1997,748.03,76.17
1/6/1997,747.65,74.75
1/7/1997,753.23,76.33
1/8/1997,748.41,75.1
1/9/1997,754.85,77.35
1/10/1997,759.5,77.96
1/13/1997,759.51,78.98
1/14/1997,768.86,80.41
1/15/1997,767.2,80.37
1/16/1997,769.75,80.16
1/17/1997,776.17,81.84
1/20/1997,776.7,81.43
1/21/1997,782.72,81.84
1/22/1997,786.23,81.02
1/23/1997,777.56,79.18
1/24/1997,770.52,79.59
1/27/1997,765.02,77.35
1/28/1997,765.02,76.94
1/29/1997,772.5,77.76
1/30/1997,784.17,79.59
1/31/1997,786.16,80.28
2/3/1997,786.73,79.47
2/4/1997,789.26,78.66
2/5/1997,778.28,76.22
2/6/1997,780.15,76.42
2/7/1997,789.56,76.22
2/10/1997,785.43,77.44
2/11/1997,789.59,77.44
2/12/1997,802.77,81.71
2/13/1997,811.82,82.11
2/14/1997,808.48,81.3
2/18/1997,816.29,82.52
2/19/1997,812.49,80.69
2/20/1997,802.8,80.69
2/21/1997,801.77,80.08
2/24/1997,810.28,81.71
2/25/1997,812.1,82.52
2/26/1997,805.68,79.47
2/27/1997,795.07,77.03
2/28/1997,790.82,77.85
3/3/1997,795.31,76.83
3/4/1997,790.95,76.88
3/5/1997,801.99,79.51
3/6/1997,798.56,78.9
3/7/1997,804.97,80.73
3/10/1997,813.65,82.35
3/11/1997,811.34,80.93
3/12/1997,804.26,79.31
3/13/1997,789.56,75.46
3/14/1997,793.17,77.48
3/17/1997,795.71,77.28
3/18/1997,789.66,75.86
3/19/1997,785.77,75.05
3/20/1997,782.65,75.25
3/21/1997,784.1,75.66
3/24/1997,790.89,75.46
3/25/1997,789.07,75.05
3/26/1997,790.5,75.46
3/27/1997,773.88,70.39
3/31/1997,757.12,64.91
4/1/1997,759.64,64.23
4/2/1997,750.11,61.59
4/3/1997,750.32,59.96
4/4/1997,757.9,61.79
4/7/1997,762.13,64.43
4/8/1997,766.12,64.23
4/9/1997,760.6,61.99
4/10/1997,758.34,62.4
4/11/1997,737.65,53.05
4/14/1997,743.73,53.66
4/15/1997,754.72,57.72
4/16/1997,763.53,60.77
4/17/1997,761.77,61.59
4/18/1997,766.34,63.01
4/21/1997,760.37,58.74
4/22/1997,774.61,62.8
4/23/1997,773.64,62.4
4/24/1997,771.18,61.59
4/25/1997,765.37,58.94
4/28/1997,772.96,59.88
4/29/1997,794.05,66.26
4/30/1997,801.34,69.17
5/1/1997,798.53,68.09
5/2/1997,812.97,72.76
5/5/1997,830.24,78.66
5/6/1997,827.76,77.8
5/7/1997,815.62,74.54
5/8/1997,820.26,76.17
5/9/1997,824.78,77.19
5/12/1997,837.66,80.86
5/13/1997,833.13,79.63
5/14/1997,836.04,81.26
5/15/1997,841.88,80.24
5/16/1997,829.75,78.82
5/19/1997,833.27,79.84
5/20/1997,841.66,80.04
5/21/1997,839.35,80.24
5/22/1997,835.66,79.23
5/23/1997,847.03,81.47
5/27/1997,849.71,82.89
5/28/1997,847.21,83.5
5/29/1997,844.08,82.28
5/30/1997,848.28,84.35
6/2/1997,846.36,83.94
6/3/1997,845.48,84.35
6/4/1997,840.11,83.54
6/5/1997,843.43,83.33
6/6/1997,858.01,85.16
6/9/1997,862.91,85.16
6/10/1997,865.27,85.77
6/11/1997,869.57,86.35
6/12/1997,883.48,88.8
6/13/1997,893.27,89.41
6/16/1997,893.9,89.21
6/17/1997,894.42,89
6/18/1997,889.06,88.37
6/19/1997,897.99,88.34
6/20/1997,898.7,87.93
6/23/1997,878.62,85.89
6/24/1997,896.34,87.53
6/25/1997,888.99,85.89
6/26/1997,883.68,85.48
6/27/1997,887.3,85.48
6/30/1997,885.14,85.16
7/1/1997,891.03,86.61
7/2/1997,904.03,87.6
7/3/1997,916.92,89.23
7/7/1997,912.2,88.82
7/8/1997,918.75,89.23
7/9/1997,907.54,86.99
7/10/1997,913.78,87.2
7/11/1997,916.68,87.2
7/14/1997,918.38,87.2
7/15/1997,925.76,88.41
7/16/1997,936.59,88.82
7/17/1997,931.61,87.6
7/18/1997,915.3,85.77
7/21/1997,912.94,85.16
7/22/1997,933.98,87.6
7/23/1997,936.56,86.79
7/24/1997,940.3,87.2
7/25/1997,938.79,87.2
7/28/1997,936.45,87.6
7/29/1997,942.29,88.41
7/30/1997,952.29,89.84
7/31/1997,954.29,90.45
8/1/1997,947.14,90.04
8/4/1997,950.3,90.02
8/5/1997,952.37,90.02
8/6/1997,960.32,91.22
8/7/1997,951.19,91.41
8/8/1997,933.54,88.34
8/11/1997,937,89.78
8/12/1997,926.53,88.14
8/13/1997,922.02,86.91
8/14/1997,924.77,86.91
8/15/1997,900.81,84.02
8/18/1997,912.49,85.04
8/19/1997,926.01,86.68
8/20/1997,939.35,88.93
8/21/1997,925.05,85.45
8/22/1997,923.55,86.68
8/25/1997,920.16,85.86
8/26/1997,913.02,85.25
8/27/1997,913.7,84.63
8/28/1997,903.67,83.61
8/29/1997,899.47,82.35
9/2/1997,927.58,86.38
9/3/1997,927.86,85.77
9/4/1997,930.87,86.38
9/5/1997,929.05,85.77
9/8/1997,931.2,85.98
9/9/1997,933.62,87.2
9/10/1997,919.03,84.55
9/11/1997,912.59,82.93
9/12/1997,923.91,85.77
9/15/1997,919.77,84.55
9/16/1997,945.64,86.82
9/17/1997,943,86.44
9/18/1997,947.29,86.44
9/19/1997,950.51,86.61
9/22/1997,955.43,87.42
9/23/1997,951.93,87.42
9/24/1997,944.48,86.41
9/25/1997,937.91,85.6
9/26/1997,945.22,86.44
9/29/1997,953.34,87.65
9/30/1997,947.28,87.27
10/1/1997,955.41,87.27
10/2/1997,960.46,87.88
10/3/1997,965.03,88.28
10/6/1997,972.69,88.08
10/7/1997,983.12,89.09
10/8/1997,973.84,87.88
10/9/1997,970.62,87.47
10/10/1997,966.98,86.46
10/13/1997,968.1,86.87
10/14/1997,970.28,87.3
10/15/1997,965.72,87.1
10/16/1997,955.23,84.68
10/17/1997,944.16,83.87
10/20/1997,955.61,85.69
10/21/1997,972.28,87.7
10/22/1997,968.49,86.69
10/23/1997,950.69,82.83
10/24/1997,941.64,80.61
10/27/1997,876.99,62.02
10/28/1997,921.85,71.31
10/29/1997,919.16,71.11
10/30/1997,903.68,69.09
10/31/1997,914.62,69.7
11/3/1997,938.99,74.14
11/4/1997,940.76,73.94
11/5/1997,942.76,74.14
11/6/1997,938.03,75.35
11/7/1997,927.51,72.93
11/10/1997,921.13,72.47
11/11/1997,923.78,71.86
11/12/1997,905.96,67.61
11/13/1997,916.66,68.62
11/14/1997,928.35,69.43
11/17/1997,946.2,73.28
11/18/1997,938.23,71.86
11/19/1997,944.59,72.67
11/20/1997,958.98,75.1
11/21/1997,963.09,74.7
11/24/1997,946.67,71.86
11/25/1997,950.82,71.46
11/26/1997,951.64,72.87
11/28/1997,955.4,73.28
12/1/1997,974.78,75.71
12/2/1997,971.68,75.51
12/3/1997,976.77,74.9
12/4/1997,973.1,73.83
12/5/1997,983.79,75.86
12/8/1997,982.37,74.24
12/9/1997,975.78,73.23
12/10/1997,969.79,70.18
12/11/1997,954.94,68.36
12/12/1997,953.39,67.14
12/15/1997,963.39,68.56
12/16/1997,968.04,68.56
12/17/1997,965.54,68.15
12/18/1997,955.3,66.26
12/19/1997,946.78,64.63
12/22/1997,953.7,64.23
12/23/1997,939.13,62.2
12/24/1997,932.7,60.57
12/26/1997,936.46,61.18
12/29/1997,953.35,64.63
12/30/1997,970.84,67.68
12/31/1997,970.43,69.23
1/2/1998,975.04,68.97
1/5/1998,977.07,69.78
1/6/1998,966.58,67.75
1/7/1998,964,66.33
1/8/1998,956.05,62.47
1/9/1998,927.69,54.77
1/12/1998,939.21,56.91
1/13/1998,952.12,58.94
1/14/1998,957.94,60.98
1/15/1998,950.73,59.96
1/16/1998,961.51,63.01
1/20/1998,978.6,65.45
1/21/1998,970.81,63.01
1/22/1998,963.04,59.76
1/23/1998,957.59,59.15
1/26/1998,956.95,59.76
1/27/1998,969.02,61.18
1/28/1998,977.46,63.14
1/29/1998,985.49,65.17
1/30/1998,980.28,63.49
2/2/1998,1001.27,68.15
2/3/1998,1006,71.6
2/4/1998,1006.9,70.99
2/5/1998,1003.54,71.81
2/6/1998,1012.46,74.85
2/9/1998,1010.74,73.63
2/10/1998,1019.01,76.72
2/11/1998,1020.01,75.3
2/12/1998,1024.14,75.3
2/13/1998,1020.09,75.71
2/17/1998,1022.76,75.71
2/18/1998,1032.08,76.72
2/19/1998,1028.28,74.9
2/20/1998,1034.21,75.91
2/23/1998,1038.14,73.68
2/24/1998,1030.56,73.23
2/25/1998,1042.9,74.44
2/26/1998,1048.67,77.48
2/27/1998,1049.34,78.3
3/2/1998,1047.7,79.31
3/3/1998,1052.02,79.31
